,sentiment scheme1,sentiment scheme2,cleaned_text
482,1,1,i be at joint record noodle
483,1,1,bizarre supper thai supper 😂
484,1,1,we be hire read about our late job opening here senior officer agency compensation business
485,1,2,wong tai sin temple s air be fill with incense and sound of the
486,1,1,this job might be a great fit for you director embed value report regional actuarial service
487,1,1,time temp c hum percent c bar rain today
488,1,1,toast crumpet ora king salmon cream cheese
489,1,1,at hong kong disneyland hong kong disneyland pic
490,1,2,char siu for lunch today at a star award spot so good
491,1,2,really two stamp collector collect stamp together imperial imperial festival tsim sha tsui road road shop
492,1,1,time temp c hum percent c bar rain today
493,1,1,s goody sum up my weekend u u calm before the storm batman v superman archie comic
494,1,2,what to have for lunch 🍴 travel gram fat destiny pork comfort food food lunch
495,2,2,feel like a model and a fashion at this place 😂 there be real fashion shoot
496,1,2,celebrate the birthday weekend of my favorite little boy ate love you repeat 🎂 💕 canton road
497,1,1,i be at wong tai sin in wong tai sin
498,1,1,child s art cultural child s hong kong
499,1,2,the tour begin tomorrow night user hot sauce in our bag user 🌶 🔥 tour
500,1,2,if i have a new masse rat i i think i d park it in the middle of the street central entrepreneur
501,1,1,time temp c hum percent c bar rain today
502,1,1,change require take a leap of faith tower
503,1,2,on sunday time i user band will ring the cultural center open air square c area generous music type with everyone to play the next song remember it 😎 🎙 🎸 🎛 🎼 🎵 🎶 music repeat will ring the cultural center open air square c area generous music type with everyone to play the next song remember it 😎 🎙 🎸 🎛 🎼 🎵 🎶 music repeat will ring the cultural center open air square c area generous music type with everyone to play the next song remember it 😎 🎙 🎸 🎛 🎼 🎵 🎶 music repeat will ring the cultural center open air square c area generous music type with everyone to play the next song remember it 😎 🎙 🎸 🎛 🎼 🎵 🎶 music repeat will ring the cultural center open air square c area generous music type with everyone to play the next song remember it 😎 🎙 🎸 🎛 🎼 🎵 🎶 music repeat will ring the cultural center open air square c area generous music type with everyone to play the next song remember it 😎 🎙 🎸 🎛 🎼 🎵 🎶 music repeat will ring the cultural center open air square c area generous music type with everyone to play the next song remember it 😎 🎙 🎸 🎛 🎼 🎵 🎶 music repeat will ring the cultural center open air square c area generous music type with everyone to play the next song remember it 😎 🎙 🎸 🎛 🎼 🎵 🎶 music repeat
504,1,1,from eden to bulgari s high jewelry collection apart from the famous this be
505,1,1,some more core then bend and stretch classic side bend lot of control connection
506,1,1,and he speak a good english than trump 🤔
507,1,1,u u hong kong international airport user in island district hong kong
508,1,2,in the first stage the weight have reach the standard be on holiday and eat lao be about to celebrate lao pork be break in the sun lao pad ka with sunshine egg hong kong food
509,1,1,go behind the scene of last night amber h six hand dinner at amber at the
510,1,1,time temp c hum percent c bar rain today
511,1,1,floral art artistic art paint beautiful floral flower design snap
512,1,1,i be at fly knife in causeway bay
513,1,1,i be at
514,1,1,transparent liquid on the left be home make gon i wish they tell us about that in chemistry
515,1,2,i be at time square user in causeway bay
516,1,1,interested in a job in hong kong this could be a great fit hire career arc
517,1,1,i be at our restaurant in mong kok
518,1,2,dinner light mood hong kong light light design eat time square hong kong
519,1,2,dinner repeat in my belly always eat travel adventure hong kong modern china restaurant
520,1,1,two old bean two baby swim pool father s day kwun tong swimming pool
521,1,1,time temp c hum percent c bar rain today
522,1,1,want to work at standard charter bank we be hire in hong kong click for detail it job job career arc
523,1,2,bizarre dinner munch now
524,1,1,want to work at thermo fisher scientific we be hire in click for detail skilled trade job job
525,1,1,this job might be a great fit for you senior legal counsel dispute resolution legal hong kong hire
526,1,1,time temp c hum percent c bar rain today
527,2,2,thanks for your surprise will che happy birthday flower rise
528,1,1,time temp c hum percent c bar rain today
529,1,1,i be at hang hau station in
530,0,0,arrive at your land hong kong people fell to the aesthetic hell the whole series of work be tie and the sham shui po station
531,1,1,what the damn hell repeat sell s animal game boy game notebook ed
532,2,2,🎣 🐡 😍 😂 🎣 🐡 😍 😂 🎣 🐡 😍 😂 🎣 🐡 😍 😂 hang hom pier hung hom ferry pier
533,1,2,routine can nape t ma sweet bed
534,1,1,it my cinema mall in yuen long yuen long district
535,1,1,with at the gallery square
536,1,2,when you be next to present but be more important university of hong kong
537,1,1,the sport club east kowloon kwun tong lam tin summer swim class be now enrol student interested friend please register as soon as possible thank you for your support kwun tong swim pool
538,1,2,our kind of dinner 🥘 everyone happy of coral
539,1,2,light and reflection 🌃 hong kong star ferry pier tsim sha
540,1,1,think tank for suggest large scale reclamation project on cheung chau po toi
541,2,2,wish dream ideal show love hey how can i use it wood hey how can i use it wood woodworking wood craft woodcraft watch wood bottle
542,1,1,just post a photo eyebar
543,1,1,time temp c hum percent c bar rain today
544,1,0,this job might be a great fit for you financial report manager finance hong kong hire career arc
545,1,2,try out lab for a change in jordan
546,1,1,east kowloon kwun tong summer child s swim class child s swim class early bird discount repeat
547,1,1,that s one freaky look ad for madame waxwork with added benedict
548,1,1,time temp c hum percent c bar rain today
549,1,2,night side walk night out after sun night sidewalk sidewalk nathan road
550,1,1,time temp c hum percent c bar rain today
551,1,1,want to work in hong kong view our late opening finance job job hire career arc
552,1,1,i be at harbour city user in tsim sha tsui
553,1,2,tin hau temple road
554,1,1,our lunch live crab fresh crab blink i square
555,1,2,🌷 🍻 hit me one more time missy ho s
556,1,1,drink tea pavilion hong where how come restaurant in hung hom hong kong
557,1,1,stephanie central waterfront activity space central event space
558,1,1,🏙 plaza
559,1,1,🙋 square sha tin square
560,2,2,one of my favorite outdoor space in hong kong be lee tung avenue in the heart of wan chai
561,1,2,this week s lunch come at user enjoy a sunny lunch time u u 🍷 🍽 la ca bane
562,1,1,twitter fight poor dumpling county in support mun
563,1,2,stun orchid at the flower market u fa u u u f hong kong se everybody street
564,1,1,hong kong woo loom o o l o o bar amaze view wan chai
565,1,1,night shopping at 👩 ed ed
566,1,1,want to work in hong kong view our late opening legal veteran job job hire career arc
567,1,1,last stop of the day temple street night market 🛍 temple street
568,1,2,be you ready 🤡 blue zone booth king elongate
569,2,2,ring goal 😍 double tap and tag someone who must see this emerald cut diamond high
570,1,1,i be at new world tower in central
571,1,2,amaze building light up in hong kong tonight hong kong city hall
572,1,1,in the year of i receive unexpected unplanned change unpredictable chance
573,1,1,i be at sen in west kowloon
574,1,2,it s much good than guan s attitude capital in hong kong
575,1,1,see our late hong kong job and click to apply senior manager deal administration operation hire
576,1,1,time temp c hum percent c bar rain today
577,1,1,i be at hong kong international airport user in island district hong kong
578,1,1,cheat be be great rock band manila clock en flap hong kong
579,1,1,another skyscraper repeat skyscraper sky scrap architecture
580,1,2,aside from magnificent view helm by executive chef paul tsui
